acordao,ementa,relator,comarca,orgao_julgador,data_julgamento,data_publicacao,outros_numeros
1006705-15.2022.8.26.0361,"RECURSO INOMINADO. AÇÃO DECLARATÓRIA CUMULADA COM OBRIGAÇÃO DE FAZER E RESTITUIÇÃO DE VALORES REDUTOR SALARIAL. DELEGADO DE POLÍCIA. EXCLUSÃO DA GRATIFICAÇÃO DE ACÚMULO DE TITULARIDADE DA BASE DE CÁLCULO TOTAL DAS VERBAS QUE COMPÕEM OS VENCIMENTOS CONSIDERADOS PARA FINS DE REDUTOR SALARIAL. EMENDA CONSTITUCIONAL 41/2003. NATUREZA JURÍDICA INDENIZATÓRIA. NÃO SE SUBMETE AO REDUTOR SALARIAL.
											 	




RECURSO INOMINADO. AÇÃO DECLARATÓRIA CUMULADA COM OBRIGAÇÃO DE FAZER E RESTITUIÇÃO DE VALORES REDUTOR SALARIAL. DELEGADO DE POLÍCIA. EXCLUSÃO DA GRATIFICAÇÃO DE ACÚMULO DE TITULARIDADE DA BASE DE CÁLCULO TOTAL DAS VERBAS QUE COMPÕEM OS VENCIMENTOS CONSIDERADOS PARA FINS DE REDUTOR SALARIAL. EMENDA CONSTITUCIONAL 41/2003. NATUREZA JURÍDICA INDENIZATÓRIA. NÃO SE SUBMETE AO REDUTOR SALARIAL. Sentença mantida pelos próprios fundamentos. Recurso improvido.",Ana Carmem de Souza Silva,Mogi das Cruzes,1ª Turma Recursal Cível e Criminal,31/01/2023,31/01/2023,
3000190-09.2022.8.26.9000,AGRAVO DE INSTRUMENTO. DECISÃO MANTIDA. RECURSO IMPROVIDO.,Flavia Poyares Miranda,São Paulo,6ª Turma - Fazenda Pública,31/01/2023,31/01/2023,
3000068-66.2022.8.26.9009,"AGRAVO DE INSTRUMENTO. Fazenda Pública. Gratificação por Acúmulo de Titularidade - GAT. Delegado de Polícia. Suplantação do teto constitucional. Ausência dos requisitos autorizadores da concessão da antecipação da tutela. Decisão reformada. Recurso provido.""",Fernando José Alguz da Silveira,Sorocaba,2º Turma da Fazenda Pública,31/01/2023,31/01/2023,
3000195-31.2022.8.26.9000,"Decisão que afasta o limite constitucional em relação à verba ""Gratificação por Acúmulo de Titularidade"". Medida que caracteriza extensão indireta de remuneração de servidor. Impossibilidade. Vedação legal. Decisão reformada. Recurso provido.",Cynthia Thomé,São Paulo,5ª Turma - Fazenda Pública,31/01/2023,31/01/2023,
1022584-59.2022.8.26.0071,"Servidora pública estadual. Delegada de Polícia. Gratificação por Acúmulo de Titularidade (GAT). Lei Complementar Estadual nº 1.020/2007. Redutor salarial. Teto constitucional. Remuneração devida pela acumulação de titularidade ante a insuficiência do quadro de pessoal. Natureza indenizatória. Vedado o enriquecimento ilícito da Administração Pública. Sentença de procedência
											 	




Servidora pública estadual. Delegada de Polícia. Gratificação por Acúmulo de Titularidade (GAT). Lei Complementar Estadual nº 1.020/2007. Redutor salarial. Teto constitucional. Remuneração devida pela acumulação de titularidade ante a insuficiência do quadro de pessoal. Natureza indenizatória. Vedado o enriquecimento ilícito da Administração Pública. Sentença de procedência mantida por seus próprios fundamentos, com fulcro no artigo 46 da Lei nº 9.099/1995. Recurso desprovido.",Marina Freire,Bauru,2ª Turma Cível,30/01/2023,30/01/2023,
1006067-20.2022.8.26.0510,"Recurso inominado. Delegado de Polícia. Gratificação por Acúmulo de Titularidade (GAT). Teto remuneratório. Não incidência. A partir da segunda designação para o mesmo período a verba tem caráter indenizatório, devendo ser excluída do teto remuneratório. Cumulação legítima de cargos ou funções públicas, nos termos do artigo 1º da Lei Complementar Estadual n.º
											 	




Recurso inominado. Delegado de Polícia. Gratificação por Acúmulo de Titularidade (GAT). Teto remuneratório. Não incidência. A partir da segunda designação para o mesmo período a verba tem caráter indenizatório, devendo ser excluída do teto remuneratório. Cumulação legítima de cargos ou funções públicas, nos termos do artigo 1º da Lei Complementar Estadual n.º 1.020/2007. Ausência de ofensa ao artigo 37, XI da CF. Tema 377 do STF ( ""Nos casos autorizados constitucionalmente de acumulação de cargos, empregos e funções, a incidência do art. 37, inciso XI, da Constituição Federal pressupõe consideração de cada um dos vínculos formalizados, afastada a observância do teto remuneratório quanto ao somatório dos ganhos do agente público""). Sentença mantida. Recurso desprovido.",Cláudio Luís Pavão,Rio Claro,Turma Cível,30/01/2023,30/01/2023,
1023880-84.2022.8.26.0114,Embargos de declaração - Efeitos infringentes – Impossibilidade – Negado provimento.,José Fernando Steinberg,Campinas,Turma da Fazenda Pública,30/01/2023,30/01/2023,
1005526-77.2022.8.26.0189,"Recurso inominado. Gratificação por acúmulo de titularidade (GAT). Delegado de Polícia. Previsão legal. Lei Complementar nº 1.020/07. Designação de mais de uma função policial, dentro de um mesmo período. Pagamento referente a apenas uma delas. Condenação ao pagamento da GAT, nos períodos mencionados na inicial. Sentença mantida pelos próprios fundamentos. Recurso improvido.",Marcelo Bonavolontá,Fernandópolis,2ª Turma Cível e Criminal,30/01/2023,30/01/2023,
1005565-81.2022.8.26.0510,"Súmula de Julgamento: RECURSO INOMINADO -  SERVIDOR PÚBLICO ESTADUAL - DELEGADO DE POLÍCIA - CUMULAÇÃO DE CARGOS OU FUNÇÕES - PERCEPÇÃO DOS VENCIMENTOS REGULARES E DA GRATIFICAÇÃO POR ACÚMULO DE TITULARIDADE (GAT) - TETO CONSTITUCIONAL - INCIDÊNCIA SOBRE A TOTALIDADE DA REMUNERAÇÃO - DESCONTOS INDEVIDOS - Necessária incidência das regras do teto constitucional de modo
											 	




Súmula de Julgamento: RECURSO INOMINADO -  SERVIDOR PÚBLICO ESTADUAL - DELEGADO DE POLÍCIA - CUMULAÇÃO DE CARGOS OU FUNÇÕES - PERCEPÇÃO DOS VENCIMENTOS REGULARES E DA GRATIFICAÇÃO POR ACÚMULO DE TITULARIDADE (GAT) - TETO CONSTITUCIONAL - INCIDÊNCIA SOBRE A TOTALIDADE DA REMUNERAÇÃO - DESCONTOS INDEVIDOS - Necessária incidência das regras do teto constitucional de modo separado, ou seja, sobre os vencimentos regulares num momento e sobre a GAT noutro - Cumulação legítima de cargos ou funções - Incidência da tese definida no Tema 377 do C. STF  –  Sentença de procedência do pedido inicial mantida por seus próprios fundamentos –  Recurso não provido.",Cibele Frigi Rodrigues Rizzi,Rio Claro,Turma Cível,30/01/2023,30/01/2023,
1020300-84.2022.8.26.0554,"""Servidor público estadual. Delegado de Polícia. Gratificação por Acúmulo de Titularidade - GAT. Lei Complementar Estadual nº 1.020/2007. Redutor salarial. Teto constitucional. Remuneração devida pela acumulação de titularidade ante a insuficiência do quadro de pessoal. Natureza indenizatória. Enriquecimento ilícito da Administração Pública. Sentença de procedência mantida por
											 	




""Servidor público estadual. Delegado de Polícia. Gratificação por Acúmulo de Titularidade - GAT. Lei Complementar Estadual nº 1.020/2007. Redutor salarial. Teto constitucional. Remuneração devida pela acumulação de titularidade ante a insuficiência do quadro de pessoal. Natureza indenizatória. Enriquecimento ilícito da Administração Pública. Sentença de procedência mantida por seus próprios fundamentos, com fulcro no artigo 46 da Lei nº 9.099/1995. Recurso desprovido.""",Marcio Bonetti,Santo André,2ª Turma Recursal - Fazenda Pública,30/01/2023,30/01/2023,
1002199-63.2022.8.26.0565,"""Servidor público estadual. Delegado de Polícia. Gratificação por Acúmulo de Titularidade - GAT. Lei Complementar Estadual nº 1.020/2007. Redutor salarial. Teto constitucional. Remuneração devida pela acumulação de titularidade ante a insuficiência do quadro de pessoal. Natureza indenizatória. Enriquecimento ilícito da Administração Pública. Sentença de procedência mantida por
											 	




""Servidor público estadual. Delegado de Polícia. Gratificação por Acúmulo de Titularidade - GAT. Lei Complementar Estadual nº 1.020/2007. Redutor salarial. Teto constitucional. Remuneração devida pela acumulação de titularidade ante a insuficiência do quadro de pessoal. Natureza indenizatória. Enriquecimento ilícito da Administração Pública. Sentença de procedência mantida por seus próprios fundamentos, com fulcro no artigo 46 da Lei nº 9.099/1995. Recurso desprovido.""",Marcio Bonetti,São Caetano do Sul,2ª Turma Recursal - Fazenda Pública,30/01/2023,30/01/2023,
1004310-54.2021.8.26.0565,"Gratificação por Acúmulo de Titularidade - GAT – Teto redutor previsto na Emenda Constitucional nº 41/2003 - Possibilidade de se exceder o teto constitucional na hipótese de cumulação de cargos, empregos ou funções públicas - Inteligência do artigo 37, inciso XI, da Constituição Federal, da Lei Estadual nº 1.020/2007 e dos Temas nos 377 e 384 do Supremo Tribunal Federal
											 	




Gratificação por Acúmulo de Titularidade - GAT – Teto redutor previsto na Emenda Constitucional nº 41/2003 - Possibilidade de se exceder o teto constitucional na hipótese de cumulação de cargos, empregos ou funções públicas - Inteligência do artigo 37, inciso XI, da Constituição Federal, da Lei Estadual nº 1.020/2007 e dos Temas nos 377 e 384 do Supremo Tribunal Federal – Sentença mantida - Recurso improvido, apenas com a observação de que a partir da Emenda Constitucional nº 113/2021, incidirá apenas a taxa SELIC, quanto aos juros moratórios e à correção monetária.",Sandro Rafael Barbosa Pacheco,São Caetano do Sul,1ª Turma Recursal - Fazenda Pública,30/01/2023,30/01/2023,
1001283-38.2022.8.26.0659,"Agravo Interno em Recurso Extraordinário - Decisão que não admitiu o recurso extraordinário interposto - Hipótese que não justificava o recebimento do recurso, à míngua de afronta à jurisprudência atual do STF  - Gratificação por Acúmulo de Titularidade GAT - Cumulação de cargos admitida impõe a consideração independente das remunerações para fins de aferição do teto





Agravo Interno em Recurso Extraordinário - Decisão que não admitiu o recurso extraordinário interposto - Hipótese que não justificava o recebimento do recurso, à míngua de afronta à jurisprudência atual do STF  - Gratificação por Acúmulo de Titularidade GAT - Cumulação de cargos admitida impõe a consideração independente das remunerações para fins de aferição do teto constitucional, nos termos do Tema de repercussão geral nº 377 - Decisão recorrida motivada - Recurso não provido.",Rodrigo Marcos de Almeida Geraldes,Vinhedo,Terceira Turma Civel e Criminal,30/01/2023,30/01/2023,
1058650-92.2022.8.26.0053,"DELEGADO DE POLÍCIA - CUMULAÇÃO DE CARGOS OU FUNÇÕES - GRATIFICAÇÃO POR ACÚMULO DE TITULARIDADE – GAT - NÃO INCIDÊNCIA DO TETO CONSTITUCIONAL - VERBA DE NATUREZA INDENIZATÓRIA - NOS CASOS DE ACUMULAÇÃO LEGÍTIMA DE CARGOS, AS REMUNERAÇÕES DEVEM SER ISOLADAMENTE CONSIDERADAS PARA FIM DE SUBMISSÃO AO TETO CONSTITUCIONAL (TEMAS 377 E 384 DO STF) - SENTENÇA DE PROCEDÊNCIA -
											 	




DELEGADO DE POLÍCIA - CUMULAÇÃO DE CARGOS OU FUNÇÕES - GRATIFICAÇÃO POR ACÚMULO DE TITULARIDADE – GAT - NÃO INCIDÊNCIA DO TETO CONSTITUCIONAL - VERBA DE NATUREZA INDENIZATÓRIA - NOS CASOS DE ACUMULAÇÃO LEGÍTIMA DE CARGOS, AS REMUNERAÇÕES DEVEM SER ISOLADAMENTE CONSIDERADAS PARA FIM DE SUBMISSÃO AO TETO CONSTITUCIONAL (TEMAS 377 E 384 DO STF) - SENTENÇA DE PROCEDÊNCIA - RECURSO IMPROVIDO",Adilson Araki Ribeiro,São Paulo,1ª Turma - Fazenda Pública,28/01/2023,28/01/2023,
1002199-52.2022.8.26.0407,"Recurso Inominado –  Servidor Público - Delegado de Polícia –  GAT - Inclusão da Gratificação por Acúmulo de Titularidade no conceito de remuneração - Impossibilidade –  Trata-se de verba indenizatória, derivada da acumulação de cargos - Sentença confirmada por seus próprios fundamentos - Artigo 46 da lei nº 9.099/95 - Artigo 252 do RITJSP aplicável por analogia - Recurso Improvido",Paolo Pellegrini Junior,Osvaldo Cruz,1ª Turma Cível e Criminal,27/01/2023,27/01/2023,
1014215-42.2021.8.26.0320,"DELEGADO DE POLÍCIA - CUMULAÇÃO DE CARGOS OU FUNÇÕES - GRATIFICAÇÃO POR ACÚMULO DE TITULARIDADE – GAT - NÃO INCIDÊNCIA DO TETO CONSTITUCIONAL - VERBA DE NATUREZA INDENIZATÓRIA - ACUMULAÇÃO LEGÍTIMA DE CARGOS - REMUNERAÇÕES DEVEM SER ISOLADAMENTE CONSIDERADAS PARA FIM DE SUBMISSÃO AO TETO CONSTITUCIONAL- SITUAÇÃO JURÍDICA DO SERVIDOR EM CONFORMIDADE COM OS ENUNCIADOS DOS
											 	




DELEGADO DE POLÍCIA - CUMULAÇÃO DE CARGOS OU FUNÇÕES - GRATIFICAÇÃO POR ACÚMULO DE TITULARIDADE – GAT - NÃO INCIDÊNCIA DO TETO CONSTITUCIONAL - VERBA DE NATUREZA INDENIZATÓRIA - ACUMULAÇÃO LEGÍTIMA DE CARGOS - REMUNERAÇÕES DEVEM SER ISOLADAMENTE CONSIDERADAS PARA FIM DE SUBMISSÃO AO TETO CONSTITUCIONAL- SITUAÇÃO JURÍDICA DO SERVIDOR EM CONFORMIDADE COM OS ENUNCIADOS DOS TEMAS 377 E 384 DO STF  SENTENÇA DE PROCEDÊNCIA MANTIDA - NEGADO PROVIMENTO AO RECURSO.",Mario Sérgio Menezes,Limeira,1ª Turma Cível,27/01/2023,27/01/2023,
1000864-64.2022.8.26.0288,"Recurso inominado. Delegado de Polícia. Gratificação por Acúmulo de Titularidade GAT. Lei Complementar Estadual nº 1.020/2007. Remuneração devida pela acumulação de titularidade. Não incidência do teto constitucional. Verba de natureza indenizatória. Não incidência do redutor salarial sobre parcela indenizatória. Enriquecimento ilícito da Administração Pública ofensa aos
											 	




Recurso inominado. Delegado de Polícia. Gratificação por Acúmulo de Titularidade GAT. Lei Complementar Estadual nº 1.020/2007. Remuneração devida pela acumulação de titularidade. Não incidência do teto constitucional. Verba de natureza indenizatória. Não incidência do redutor salarial sobre parcela indenizatória. Enriquecimento ilícito da Administração Pública ofensa aos Princípios da Isonomia e da Hierarquia das Normas. Supremo Tribunal Federal já pacificou entendimento de que, nos casos de acumulação legítima de cargos, as remunerações devem ser isoladamente consideradas para fim de submissão ao teto Constitucional. Sentença de procedência confirmada. Recurso não provido.",Augusto Rachid Reis Bittencourt Silva,Ituverava,Turma Recursal Cível e Criminal,27/01/2023,27/01/2023,
1006776-34.2022.8.26.0032,"Embargos de declaração. Contradição. Fundamentação sobre caso distinto. Provimento. Gratificação por acúmulo de titularidade (GAT). Delegado de polícia. Verba de caráter indenizatória. Exclusão do regime de teto remuneratório constitucional. Possibilidade. Inteligência do art. 37, §11º, da CF. Recurso desprovido. Sentença de procedência mantida.",Marcelo Yukio Misaka,Araçatuba,Turma da Fazenda,27/01/2023,27/01/2023,
1022409-71.2022.8.26.0554,"Servidor Público - Delegado de polícia que, sendo o titular de uma delegacia, responde cumulativamente por outras unidades operacionais - Gratificação por Acúmulo de Titularidade (GAT) - Teto constitucional - Redutor que deve incidir de forma isolada nas remunerações do cargo e da função cumuladas - Temas nº 377 e nº 384 do STF - Recurso improvido",Glauco Costa Leite,Santo André,1ª Turma Recursal - Fazenda Pública,27/01/2023,27/01/2023,
1001720-97.2022.8.26.0168,"Recurso inominado. Servidor público estadual. Delegado de Polícia. Gratificação por Acúmulo de Titularidade (GAT). Verba de caráter indenizatório. Exclusão do regime de teto remuneratório constitucional. Possibilidade. Inteligência do art. 37, § 11, da CF. Precedentes. Sentença de procedência mantida. Recurso não provido.",Vandickson Soares Emídio,Dracena,Turma Recursal Cível e Criminal,26/01/2023,26/01/2023,
1001411-76.2022.8.26.0168,"AGRAVO INTERNO - GRATIFICAÇÃO DE ACÚMULO DE TITULARIDADE (GAT), INSTITUÍDA PELA LEI COMPLEMENTAR ESTADUAL Nº 1.020/2007 - CONSTITUIÇÃO FEDERAL QUE AUTORIZA A CUMULAÇÃO DE CARGOS NESSE CASO, DEVENDO O TETO CONSTITUCIONAL INCIDIR INDIVIDUALMENTE PARA CADA UMA DAS REMUNERAÇÕES, E NÃO CUMULATIVAMENTE QUESTÃO JÁ PACIFICADA PELO EXCELSO SUPREMO TRIBUNAL FEDERAL NO JULGAMENTO DO
											 	





AGRAVO INTERNO - GRATIFICAÇÃO DE ACÚMULO DE TITULARIDADE (GAT), INSTITUÍDA PELA LEI COMPLEMENTAR ESTADUAL Nº 1.020/2007 - CONSTITUIÇÃO FEDERAL QUE AUTORIZA A CUMULAÇÃO DE CARGOS NESSE CASO, DEVENDO O TETO CONSTITUCIONAL INCIDIR INDIVIDUALMENTE PARA CADA UMA DAS REMUNERAÇÕES, E NÃO CUMULATIVAMENTE QUESTÃO JÁ PACIFICADA PELO EXCELSO SUPREMO TRIBUNAL FEDERAL NO JULGAMENTO DO RECURSO EXTRAORDINÁRIO 612.975/MT (TEMA N° 377) - MANUTENÇÃO DO DECIDIDO - AGRAVO INTERNO IMPROVIDO.",Rodrigo Antonio Menegatti,Dracena,Turma Recursal Cível e Criminal,26/01/2023,26/01/2023,
